satisfactory_Level,last_Evaluation,number_Of_Projects,avg_Monthly_Hours,time_Spent_Company,work_Accident,left,promotion_In_Last5years,dept,salary
4944,0.69,0.64,4,190,4,0,0,0,technical,medium
4945,0.92,0.77,5,191,2,0,0,0,technical,medium
4946,0.91,0.43,4,117,5,1,0,0,technical,medium
4947,0.85,0.96,4,240,6,0,0,0,technical,medium
4948,0.91,0.77,4,239,2,0,0,0,technical,medium
4949,0.74,0.95,3,157,4,0,0,0,technical,medium
4950,0.73,0.72,3,166,3,0,0,0,technical,medium
4951,0.79,0.97,5,208,4,1,0,0,technical,medium
4952,0.7,0.6,3,267,3,0,0,0,support,medium
4953,0.74,0.56,3,125,6,0,0,0,support,medium
4954,0.95,0.76,4,220,3,0,0,0,support,medium
4955,0.99,0.86,3,166,2,0,0,0,support,low
4956,0.46,0.66,6,229,3,0,0,0,support,medium
4957,0.5,0.78,4,208,3,1,0,0,technical,medium
4958,0.58,0.72,3,113,3,1,0,0,management,medium
4959,0.83,0.81,4,209,4,0,0,0,IT,medium
4960,0.57,0.42,2,248,4,0,0,0,IT,medium
4961,0.65,0.96,2,246,2,1,0,0,IT,low
4962,0.77,0.7,3,145,2,0,0,0,product_mng,low
4963,0.42,0.77,3,270,3,0,0,0,product_mng,low
4964,0.68,0.79,4,273,4,0,0,0,product_mng,low
4965,0.83,0.92,4,187,6,1,0,0,product_mng,low
4966,0.75,0.57,3,158,2,1,0,0,RandD,low
4967,0.65,0.48,4,229,3,0,0,0,RandD,high
4968,0.49,0.6,3,191,3,1,0,0,RandD,high
4969,0.65,0.49,5,238,4,0,0,0,marketing,high
4970,0.44,0.58,2,157,2,0,0,0,sales,low
4971,0.61,0.72,4,134,2,0,0,0,accounting,medium
4972,0.68,0.88,5,256,2,0,0,0,technical,medium
4973,0.81,0.92,3,136,3,0,0,0,marketing,medium
4974,0.76,0.5,4,136,3,0,0,0,marketing,medium
4975,0.49,0.91,3,227,3,0,0,0,sales,medium
4976,0.91,0.6,4,133,4,1,0,0,sales,medium
4977,0.15,0.98,2,96,2,0,0,0,sales,high
4978,0.67,0.87,3,177,4,0,0,0,sales,high
4979,0.57,0.39,2,145,3,0,0,0,sales,medium
4980,0.99,0.94,5,221,2,0,0,0,sales,medium
4981,0.62,0.6,4,170,2,0,0,0,sales,low
4982,0.62,0.51,4,208,2,1,0,0,sales,low
4983,0.96,0.61,4,199,3,0,0,0,sales,low
4984,0.52,0.57,4,239,3,0,0,0,sales,low
4985,0.29,0.38,6,105,5,0,0,0,sales,low
4986,0.76,0.81,4,193,3,1,0,0,accounting,low
4987,0.39,0.58,3,152,3,1,0,0,accounting,low
4988,0.84,0.93,3,242,4,0,0,0,hr,low
4989,0.87,0.75,3,222,3,0,0,0,hr,low
4990,0.94,0.77,5,233,4,0,0,0,technical,high
4991,0.85,0.55,5,182,3,0,0,0,technical,low
4992,0.18,0.86,6,264,3,0,0,0,technical,high
4993,0.91,0.74,6,253,2,0,0,0,technical,low
4994,0.94,0.88,5,150,4,0,0,0,technical,medium
4995,0.62,0.89,5,243,3,0,0,0,support,medium
4996,0.55,0.76,4,257,3,0,0,0,support,medium
4997,0.82,0.52,5,233,2,0,0,0,support,medium
4998,0.62,0.56,4,267,4,0,0,0,support,medium
4999,0.72,0.52,3,143,4,1,0,0,support,low
5000,0.45,0.76,4,143,2,1,0,0,support,medium
5001,0.69,0.64,3,286,3,0,0,0,technical,medium
5002,0.5,0.98,5,177,4,0,0,0,management,medium
5003,0.25,0.68,4,279,5,1,0,0,IT,medium
5004,0.88,0.89,4,135,3,0,0,0,IT,medium
5005,0.75,0.77,3,178,4,0,0,0,IT,high
5006,0.55,0.72,3,204,2,0,0,0,product_mng,low
5007,0.96,0.78,3,209,2,0,0,0,product_mng,high
5008,0.18,0.73,6,225,4,0,0,0,product_mng,low
5009,0.22,0.62,6,142,3,0,0,0,IT,low
5010,0.84,0.45,3,263,2,0,0,0,RandD,low
5011,0.8,0.68,3,160,3,0,0,0,RandD,low
5012,0.95,0.62,3,161,3,0,0,0,sales,low
5013,0.8,0.65,4,172,3,1,0,0,accounting,low
5014,0.52,0.7,3,257,3,0,0,0,support,low
5015,0.71,0.59,5,245,2,0,0,0,management,medium
5016,0.5,0.96,5,229,4,0,0,0,marketing,medium
5017,0.95,0.9,2,129,5,0,0,0,marketing,medium
5018,0.95,0.77,3,184,4,0,0,0,sales,medium
5019,0.65,0.85,4,204,3,0,0,0,sales,medium
5020,0.94,0.72,3,152,2,1,0,0,sales,medium
5021,0.79,0.94,4,216,4,0,0,0,sales,medium
5022,0.6,0.58,3,201,3,0,0,0,sales,medium
5023,0.62,0.76,4,163,3,0,0,0,sales,high
5024,0.94,0.74,4,224,5,0,0,0,sales,low
5025,0.24,0.5,4,209,3,0,0,0,sales,medium
5026,0.66,0.83,4,234,4,0,0,0,sales,medium
5027,0.65,0.56,3,221,2,0,0,0,sales,medium
5028,0.51,0.62,2,186,2,0,0,0,sales,low
5029,0.41,0.75,4,199,3,0,0,0,sales,low
5030,0.98,0.99,3,235,3,0,0,0,sales,low
5031,0.96,0.55,5,211,2,0,0,0,sales,low
5032,0.55,0.97,4,136,4,0,0,0,sales,low
5033,0.99,0.71,4,155,3,0,0,0,sales,low
5034,0.51,0.98,4,269,3,0,0,0,accounting,low
5035,0.74,0.9,3,285,3,0,0,0,accounting,low
5036,0.81,0.87,5,241,3,0,0,0,accounting,low
5037,0.51,0.87,3,180,4,0,0,0,hr,low
5038,0.67,0.48,6,107,2,1,0,0,hr,low
5039,0.68,0.64,2,167,2,0,0,0,hr,low
5040,0.69,0.63,3,137,3,0,0,0,technical,low
5041,0.71,0.65,4,239,3,0,0,0,technical,low
5042,0.64,0.56,3,239,3,0,0,0,technical,low
5043,1.0,0.67,3,181,2,0,0,0,technical,low
5044,0.72,0.73,5,184,4,1,0,0,technical,low
5045,0.57,0.67,3,207,2,0,0,0,technical,medium
5046,0.73,0.99,4,152,4,0,0,0,technical,medium
5047,0.98,0.85,4,178,3,0,0,0,support,medium
5048,0.73,0.52,2,113,5,1,0,0,support,medium
5049,0.96,0.95,3,236,2,0,0,0,support,medium
5050,0.77,0.73,3,269,2,0,0,0,support,medium
5051,0.3,0.85,2,203,3,0,0,0,support,medium
5052,0.85,0.75,3,214,3,0,0,0,support,medium
5053,0.77,0.43,4,265,6,0,0,0,support,high
5054,1.0,0.99,4,184,4,0,0,0,support,low
5055,0.85,0.74,3,157,3,0,0,0,technical,medium
5056,0.71,0.8,5,248,4,0,0,0,management,medium
5057,0.85,0.74,3,250,3,1,0,0,IT,low
5058,0.73,0.65,3,165,3,0,0,0,IT,low
5059,0.9,0.54,3,272,2,0,0,0,IT,low
5060,0.59,0.65,4,177,2,0,0,0,product_mng,low
5061,0.52,0.9,3,133,3,0,0,0,product_mng,low
5062,0.7,0.68,3,185,4,0,0,0,IT,low
5063,0.58,0.86,3,182,3,0,0,0,RandD,low
5064,0.89,0.5,2,238,4,0,0,0,RandD,low
5065,0.54,0.63,3,211,3,0,0,0,RandD,low
5066,0.55,0.89,4,209,3,0,0,0,RandD,low
5067,0.77,0.62,5,190,3,0,0,0,RandD,low
5068,0.6,0.77,3,202,3,0,0,0,sales,low
5069,0.75,0.9,4,185,3,0,0,0,accounting,low
5070,0.57,0.88,3,176,3,0,0,0,support,low
5071,0.87,0.98,4,238,3,1,0,0,management,low
5072,0.69,0.36,5,269,6,1,0,0,marketing,medium
5073,0.58,0.92,3,232,5,0,0,0,marketing,medium
5074,0.71,0.77,3,149,2,0,0,0,sales,medium
5075,0.74,0.78,4,203,2,0,0,0,sales,medium
5076,0.5,0.54,2,269,2,1,0,0,sales,medium
5077,0.59,0.86,4,260,2,0,0,0,sales,medium
5078,0.34,0.55,3,136,2,1,0,0,sales,medium
5079,0.94,0.85,4,180,4,0,0,0,sales,medium
5080,0.76,0.77,5,133,2,0,0,0,sales,high
5081,0.2,0.58,5,199,4,0,0,0,sales,low
5082,0.97,0.67,3,169,2,1,0,0,sales,medium
5083,0.96,0.72,3,195,2,0,0,0,sales,medium
5084,0.81,0.5,5,205,3,0,0,0,sales,medium
5085,0.53,0.71,3,125,2,1,0,0,sales,low
5086,0.55,0.91,4,199,3,0,0,0,sales,low
5087,0.58,0.65,5,187,2,0,0,0,sales,low
5088,0.96,0.86,4,268,3,0,0,0,accounting,low
5089,0.88,0.77,4,224,5,1,0,0,hr,low
5090,0.78,0.97,4,221,4,0,0,0,hr,low
5091,0.46,0.47,6,101,5,0,0,0,hr,low
5092,0.88,0.59,3,224,2,0,0,0,hr,low
5093,0.91,0.55,3,223,4,1,0,0,technical,low
5094,0.6,0.68,4,271,4,0,0,0,technical,low
5095,0.82,0.51,3,210,2,0,0,0,technical,low
5096,0.67,0.56,4,241,3,0,0,0,technical,low
5097,0.73,0.62,5,186,4,0,0,0,technical,low
5098,0.59,0.68,4,273,2,0,0,0,technical,low
5099,0.4,0.65,6,172,2,1,0,0,technical,low
5100,0.56,0.99,3,209,2,0,0,0,technical,low
5101,0.87,0.57,4,175,2,1,0,0,technical,low
5102,0.5,0.53,5,239,3,0,0,0,technical,medium
5103,0.72,0.89,4,217,3,0,0,0,support,medium
5104,0.5,0.83,4,242,2,0,0,0,support,medium
5105,0.89,0.56,3,224,2,0,0,0,support,medium
5106,0.56,0.68,3,208,3,1,0,0,support,medium
5107,0.32,0.55,4,167,5,0,0,0,support,medium
5108,0.96,0.88,5,269,2,0,0,0,support,medium
5109,0.77,0.71,5,233,2,0,0,0,technical,low
5110,0.36,0.77,4,252,2,0,0,0,management,medium
5111,0.69,0.82,3,262,5,1,0,0,IT,medium
5112,0.72,0.76,3,261,4,0,0,0,IT,medium
5113,0.72,0.81,4,144,2,0,0,0,IT,low
5114,0.96,0.6,4,170,2,1,0,0,product_mng,low
5115,0.49,0.8,3,238,4,0,0,0,product_mng,low
5116,0.59,0.97,5,242,3,0,0,0,product_mng,low
5117,0.94,0.58,5,215,2,0,0,0,RandD,low
5118,0.96,0.59,2,265,2,0,0,0,RandD,low
5119,0.99,0.54,4,239,3,0,0,0,marketing,low
5120,0.96,0.57,3,263,3,0,0,0,support,low
5121,0.64,0.78,4,159,4,0,0,0,management,medium
5122,0.85,0.8,4,219,2,0,0,0,marketing,medium
5123,0.14,0.8,5,226,3,0,0,0,sales,medium
5124,0.93,0.76,3,212,3,0,0,0,sales,medium
5125,0.75,0.48,3,250,5,0,0,0,sales,medium
5126,0.59,0.6,3,149,4,0,0,0,sales,medium
5127,0.2,0.9,5,228,6,0,0,0,sales,medium
5128,0.16,0.72,4,192,6,0,0,0,sales,high
5129,0.77,0.56,5,226,4,0,0,0,sales,low
5130,0.73,0.51,3,244,2,0,0,0,sales,medium
5131,0.52,0.85,4,193,3,0,0,0,sales,medium
5132,0.73,0.62,3,181,3,0,0,0,sales,low
5133,0.39,0.68,2,137,3,1,0,0,sales,low
5134,0.92,0.8,3,211,4,0,0,0,sales,low
5135,0.34,0.78,5,137,4,0,0,0,sales,low
5136,0.94,0.51,4,229,2,1,0,0,sales,low
5137,0.82,0.65,4,168,3,0,0,0,accounting,low
5138,0.61,0.95,4,191,2,0,0,0,hr,low
5139,0.5,0.53,3,191,2,1,0,0,hr,low
5140,0.52,0.96,4,125,3,0,0,0,hr,low
5141,0.85,0.52,4,174,2,0,0,0,technical,low
5142,0.62,0.86,4,135,3,0,0,0,technical,low
5143,0.38,0.67,2,117,3,0,0,0,technical,low
5144,0.83,0.84,4,146,3,0,0,0,technical,low
5145,0.62,0.65,3,249,3,0,0,0,technical,low
5146,0.6,0.54,3,136,3,1,0,0,technical,low
5147,0.62,0.5,4,198,3,1,0,0,technical,low
5148,0.23,0.88,5,201,3,0,0,0,technical,low
5149,0.13,0.74,6,132,4,1,0,0,technical,medium
5150,0.96,0.63,4,142,4,0,0,0,technical,medium
5151,0.5,0.74,5,256,3,1,0,0,support,medium
5152,0.66,0.72,3,135,2,0,0,0,support,medium
5153,0.61,0.72,4,209,2,0,0,0,support,medium
5154,0.5,0.95,4,222,3,1,0,0,support,medium
5155,0.75,0.82,3,227,2,0,0,0,support,medium
5156,0.88,0.5,4,162,2,0,0,0,support,medium
5157,0.49,0.79,5,206,2,0,0,0,support,medium
5158,0.4,0.85,5,99,2,1,0,0,support,high
5159,0.54,0.45,4,137,3,1,0,0,management,medium
5160,0.73,0.69,3,175,2,0,0,0,IT,medium
5161,0.64,0.49,5,188,2,0,0,0,IT,low
5162,0.12,0.39,5,161,4,0,0,0,IT,low
5163,0.6,0.7,4,145,6,0,0,0,IT,low
5164,0.67,0.94,2,192,3,0,0,0,product_mng,low
5165,0.83,0.9,3,179,2,1,0,0,product_mng,low
5166,0.48,0.9,4,224,3,0,0,0,product_mng,low
5167,0.89,0.56,4,241,5,0,0,0,IT,low
5168,0.71,0.96,3,201,3,0,0,0,RandD,low
5169,0.31,0.59,4,138,2,0,0,0,RandD,low
5170,0.89,0.84,5,168,2,0,0,0,RandD,low
5171,0.38,0.51,2,120,3,0,0,0,RandD,low
5172,0.88,0.92,3,179,3,0,0,0,RandD,low
5173,0.64,0.85,3,250,3,0,0,0,marketing,low
5174,0.65,0.74,4,237,3,1,0,0,sales,low
5175,0.54,0.97,4,258,3,0,0,0,support,low
5176,0.33,0.4,6,214,6,0,0,0,marketing,medium
5177,0.83,0.68,4,198,3,0,0,0,marketing,medium
5178,0.89,0.73,3,274,2,0,0,0,sales,medium
5179,0.76,0.6,5,279,2,0,0,0,sales,medium
5180,0.83,0.64,5,272,2,0,0,0,sales,medium
5181,0.57,0.85,4,152,3,0,0,0,sales,medium
5182,0.61,0.89,2,287,4,0,0,0,sales,medium
5183,0.96,0.89,2,239,6,1,0,0,sales,medium
5184,0.73,0.74,5,199,2,0,0,0,sales,medium
5185,0.65,0.75,3,194,4,1,0,0,sales,low
5186,0.17,0.45,2,119,3,0,0,0,sales,medium
5187,0.7,0.78,5,264,2,0,0,0,sales,medium
5188,0.87,0.88,3,179,2,0,0,0,sales,medium
5189,0.43,0.44,5,213,3,0,0,0,sales,low
5190,0.94,0.55,3,160,3,0,0,0,sales,low
5191,0.89,0.76,4,133,2,0,0,0,accounting,low
5192,0.18,0.99,4,160,5,0,0,0,accounting,low
5193,0.98,0.69,3,274,3,0,0,0,hr,low
5194,0.67,0.96,4,207,3,0,0,0,technical,medium
5195,0.42,0.41,5,240,2,0,0,0,technical,medium
5196,0.63,0.96,3,144,2,0,0,0,technical,medium
5197,0.66,0.62,2,159,3,1,0,0,technical,medium
5198,0.59,0.62,4,205,3,0,0,0,technical,medium
5199,0.75,0.78,2,264,3,1,0,0,technical,medium
5200,0.88,0.89,5,189,2,0,0,0,technical,medium
5201,0.58,0.79,2,274,4,0,0,0,support,medium
5202,0.99,0.9,4,181,3,0,0,0,support,medium
5203,0.52,0.82,3,138,2,1,0,0,support,medium
5204,0.49,0.52,3,225,2,0,0,0,technical,high
5205,0.24,0.65,6,210,5,0,0,0,management,high
5206,0.18,0.87,6,226,4,0,0,0,IT,high
5207,0.73,0.62,5,134,3,0,0,0,IT,high
5208,0.78,0.63,6,111,6,0,0,0,IT,high
5209,0.94,0.73,5,142,2,1,0,0,IT,high
5210,0.86,0.53,3,213,3,0,0,0,IT,high
5211,0.49,0.54,3,145,3,0,0,0,product_mng,high
5212,0.82,0.48,4,149,6,0,0,0,product_mng,high
5213,0.86,0.64,4,147,2,1,0,0,product_mng,high
5214,0.8,0.78,5,266,3,0,0,0,RandD,low
5215,0.36,0.63,2,278,4,0,0,0,RandD,low
5216,0.8,0.58,4,175,2,0,0,0,RandD,low
5217,0.92,0.67,3,149,3,0,0,0,sales,low
5218,0.68,1.0,3,205,4,0,0,0,accounting,low
5219,1.0,0.59,3,253,3,0,0,0,support,low
5220,0.85,0.69,4,216,4,0,0,0,management,low
5221,0.69,0.6,3,139,2,0,0,0,marketing,low
5222,0.33,0.72,2,173,2,0,0,0,marketing,low
5223,0.19,0.48,6,178,3,1,0,0,sales,medium
5224,0.5,0.63,3,160,2,0,0,0,sales,medium
5225,0.52,0.88,3,261,4,0,0,0,sales,medium
5226,0.13,0.52,6,188,3,0,0,0,sales,medium
5227,0.18,0.73,4,219,5,0,0,0,sales,medium
5228,0.86,0.59,4,165,3,0,0,0,sales,medium
5229,0.16,0.76,6,218,6,0,0,0,sales,medium
5230,0.51,0.67,4,133,3,0,0,0,sales,medium
5231,0.61,0.45,3,114,3,0,0,0,sales,high
5232,0.63,0.64,5,189,4,0,0,0,sales,high
5233,0.72,0.6,3,265,2,1,0,0,sales,high
5234,0.8,0.57,3,176,3,0,0,0,sales,high
5235,0.7,0.57,4,150,4,0,0,0,sales,high
5236,0.45,0.79,5,97,6,1,0,0,accounting,high
5237,0.94,0.48,4,260,4,0,0,0,accounting,low
5238,0.35,0.56,4,142,2,0,0,0,hr,low
5239,0.75,0.81,2,247,4,0,0,0,hr,low
5240,0.7,0.92,5,182,3,0,0,0,hr,low
5241,0.61,0.62,3,191,3,0,0,0,technical,low
5242,0.78,0.87,4,178,3,0,0,0,technical,medium
5243,0.97,0.77,4,208,2,0,0,0,technical,medium
5244,0.51,0.76,3,256,2,0,0,0,technical,medium
5245,0.87,0.55,3,233,3,0,0,0,technical,medium
5246,0.64,0.78,5,200,3,0,0,0,technical,medium
5247,0.6,0.85,2,226,2,1,0,0,technical,medium
5248,0.9,0.76,2,150,2,0,0,0,technical,medium
5249,0.54,0.62,2,141,2,0,0,0,technical,medium
5250,0.23,0.8,5,139,3,0,0,0,support,medium
5251,0.23,0.78,4,154,6,1,0,0,support,medium
5252,0.81,0.51,3,247,2,0,0,0,support,medium
5253,0.67,0.8,4,137,2,0,0,0,support,medium
5254,0.84,0.98,4,134,5,1,0,0,support,medium
5255,0.7,0.57,4,265,2,0,0,0,support,medium
5256,0.9,0.81,6,273,5,0,0,0,technical,medium
5257,0.8,1.0,3,177,2,0,0,0,technical,medium
5258,0.48,0.94,3,185,2,1,0,0,IT,medium
5259,0.98,0.87,5,151,6,0,0,0,IT,medium
5260,0.58,0.53,4,192,4,0,0,0,IT,medium
5261,0.66,0.89,4,139,3,0,0,0,product_mng,medium
5262,0.76,0.98,4,191,2,0,0,0,product_mng,medium
5263,0.32,0.42,6,114,3,0,0,0,product_mng,medium
5264,0.49,0.87,3,212,2,0,0,0,product_mng,medium
5265,0.81,0.51,3,162,2,0,0,0,IT,medium
5266,0.42,0.48,5,191,5,0,0,0,RandD,medium
5267,0.17,0.85,3,234,3,0,0,0,RandD,low
5268,0.34,0.69,6,283,2,0,0,0,RandD,low
5269,0.86,0.81,3,232,4,0,0,0,RandD,low
5270,0.49,0.99,4,258,3,1,0,0,sales,low
5271,0.51,0.59,3,238,3,0,0,0,support,high
5272,0.64,0.52,3,166,3,0,0,0,technical,low
5273,0.62,0.85,4,225,2,0,0,0,management,high
5274,0.81,0.52,4,221,6,0,0,0,marketing,high
5275,0.95,0.57,2,263,3,0,0,0,marketing,low
5276,0.87,0.68,5,236,4,0,0,0,sales,high
5277,0.73,0.68,5,133,2,0,0,0,sales,low
5278,0.98,0.73,2,237,3,0,0,0,sales,medium
5279,0.21,0.93,4,189,2,1,0,0,sales,medium
5280,0.72,0.63,4,251,3,0,0,0,sales,medium
5281,0.41,0.56,2,121,2,0,0,0,sales,medium
5282,0.96,0.9,5,198,2,0,0,0,sales,medium
5283,0.6,0.8,4,222,2,0,0,0,sales,medium
5284,0.85,0.59,5,236,3,0,0,0,sales,low
5285,0.9,0.62,5,225,2,0,0,0,sales,medium
5286,0.74,0.54,4,167,2,0,0,0,sales,medium
5287,0.91,0.61,3,255,3,0,0,0,accounting,medium
5288,0.9,0.66,5,137,2,0,0,0,accounting,low
5289,0.76,0.75,3,239,2,0,0,0,hr,low
5290,0.45,0.61,5,179,5,0,0,0,hr,low
5291,0.73,0.63,3,205,2,1,0,0,hr,low
5292,0.53,0.7,4,243,3,0,0,0,technical,low
5293,0.92,0.59,4,190,5,0,0,0,technical,high
5294,0.6,0.57,5,145,3,1,0,0,technical,low
5295,1.0,0.6,4,265,4,0,0,0,technical,low
5296,0.69,0.63,4,272,2,0,0,0,technical,low
5297,0.63,0.58,4,236,2,0,0,0,technical,high
5298,0.57,0.89,4,255,3,1,0,0,technical,low
5299,0.79,0.45,5,131,6,0,0,0,support,low
5300,0.68,0.92,4,209,6,0,0,0,support,low
5301,0.48,0.51,3,201,2,1,0,0,support,low
5302,0.59,0.67,4,271,2,0,0,0,support,medium
5303,0.34,0.76,6,237,5,0,0,0,support,high
5304,0.98,0.87,3,239,4,0,0,0,support,medium
5305,0.36,0.45,2,135,3,1,0,0,support,high
5306,0.67,0.72,4,192,3,1,0,0,support,medium
5307,0.17,0.6,5,144,6,0,0,0,technical,medium
5308,0.7,0.85,3,161,2,0,0,0,technical,medium
5309,0.73,0.62,3,171,3,0,0,0,management,medium
5310,0.61,0.86,4,153,5,0,0,0,IT,medium
5311,0.95,0.96,4,161,2,0,0,0,IT,high
5312,0.85,0.55,3,226,4,0,0,0,IT,low
5313,0.72,0.9,3,193,3,0,0,0,IT,medium
5314,0.57,0.68,4,191,3,0,0,0,product_mng,medium
5315,0.52,0.59,6,104,4,0,0,0,product_mng,medium
5316,0.56,0.55,3,245,2,0,0,0,IT,medium
5317,0.98,0.75,5,168,4,1,0,0,RandD,medium
5318,0.48,0.55,4,262,3,1,0,0,RandD,high
5319,0.35,0.67,2,116,3,0,0,0,RandD,low
5320,0.66,0.93,4,187,2,0,0,0,RandD,low
5321,0.79,0.9,5,184,3,0,0,0,marketing,low
5322,0.86,0.53,4,155,3,0,0,0,marketing,high
5323,0.83,0.64,3,242,3,0,0,0,accounting,low
5324,0.64,0.69,4,232,3,0,0,0,technical,high
5325,0.72,0.59,4,245,2,0,0,0,management,low
5326,0.67,0.61,3,251,2,0,0,0,marketing,low
5327,0.65,0.95,4,153,2,0,0,0,marketing,low
5328,0.98,0.98,5,210,6,0,0,0,sales,low
5329,0.68,0.8,2,257,2,1,0,0,sales,low
5330,0.52,0.37,3,137,4,0,0,0,sales,low
5331,0.68,0.93,4,179,2,0,0,0,sales,medium
5332,0.92,0.74,4,213,3,0,0,0,sales,medium
5333,0.86,0.79,3,106,6,1,0,0,sales,medium
5334,0.5,0.99,4,272,2,0,0,0,sales,medium
5335,0.35,0.37,4,153,2,0,0,0,sales,medium
5336,0.76,0.97,5,172,3,0,0,0,sales,medium
5337,0.66,0.95,4,224,2,0,0,0,sales,medium
5338,0.58,0.71,3,230,3,1,0,0,sales,medium
5339,0.55,0.97,4,222,4,0,0,0,sales,medium
5340,0.9,0.53,3,270,3,0,0,0,sales,medium
5341,0.9,0.63,4,134,3,1,0,0,sales,medium
5342,0.14,0.54,5,275,4,1,0,0,sales,high
5343,0.86,0.57,4,183,3,0,0,0,sales,low
5344,0.36,0.8,5,186,4,0,0,0,accounting,medium
5345,0.82,0.59,3,155,3,0,0,0,accounting,medium
5346,0.77,0.97,3,215,2,0,0,0,hr,low
5347,0.64,0.83,4,179,3,0,0,0,hr,low
5348,0.96,0.94,5,235,3,0,0,0,hr,low
5349,0.6,0.97,3,164,2,0,0,0,technical,low
5350,0.74,0.79,5,241,3,0,0,0,technical,low
5351,0.64,0.99,4,222,2,0,0,0,technical,low
5352,0.93,0.59,3,233,3,0,0,0,technical,low
5353,0.76,0.49,5,243,3,0,0,0,technical,low
5354,0.5,0.54,4,175,2,0,0,0,technical,low
5355,0.79,0.55,4,266,3,0,0,0,technical,low
5356,0.6,0.49,5,259,4,0,0,0,technical,low
5357,0.24,0.91,4,232,2,0,0,0,support,low
5358,0.24,0.91,5,258,6,0,0,0,support,low
5359,0.51,0.58,5,173,3,0,0,0,support,low
5360,0.5,0.88,4,147,3,0,0,0,support,medium
5361,0.66,0.36,3,256,6,0,0,0,support,medium
5362,0.97,0.77,3,206,4,0,0,0,support,medium
5363,0.61,0.5,4,175,3,0,0,0,support,medium
5364,0.77,0.49,4,274,2,1,0,0,support,medium
5365,0.78,0.99,2,188,2,0,0,0,technical,medium
5366,0.56,0.57,3,205,3,0,0,0,technical,medium
5367,0.82,0.63,3,246,3,0,0,0,management,medium
5368,0.26,0.98,5,161,5,0,0,0,IT,medium
5369,0.67,0.86,3,175,3,0,0,0,IT,low
5370,0.77,0.91,5,268,3,1,0,0,IT,medium
5371,0.8,0.63,4,211,2,0,0,0,product_mng,medium
5372,0.77,0.52,4,241,3,0,0,0,product_mng,medium
5373,0.65,0.71,3,170,2,0,0,0,product_mng,low
5374,0.58,0.53,3,287,5,0,0,0,IT,low
5375,0.33,0.39,3,98,3,1,0,0,RandD,low
5376,0.58,0.83,3,226,3,0,0,0,RandD,low
5377,0.63,0.51,4,153,4,0,0,0,RandD,low
5378,0.59,0.55,3,183,4,0,0,0,marketing,low
5379,0.6,0.9,5,139,3,0,0,0,sales,low
5380,0.93,0.9,5,210,3,0,0,0,accounting,low
5381,0.78,0.77,2,177,4,0,0,0,support,low
5382,0.96,1.0,3,137,4,1,0,0,marketing,low
5383,0.54,0.97,5,233,3,1,0,0,marketing,low
5384,0.34,0.59,2,164,2,0,0,0,sales,low
5385,0.71,0.53,5,162,2,0,0,0,sales,low
5386,0.64,0.64,3,180,2,1,0,0,sales,low
5387,0.58,0.63,4,190,2,0,0,0,sales,medium
5388,0.87,0.96,4,151,3,1,0,0,sales,medium
5389,0.87,0.67,3,139,2,0,0,0,sales,medium
5390,0.72,0.86,3,231,3,1,0,0,sales,medium
5391,0.53,0.97,4,249,3,0,0,0,sales,medium
5392,0.78,0.61,3,148,2,0,0,0,sales,medium
5393,0.19,0.63,4,233,5,0,0,0,sales,medium
5394,1.0,0.88,4,240,4,0,0,0,sales,medium
5395,0.75,0.75,5,229,2,1,0,0,sales,medium
5396,0.29,0.66,3,256,2,1,0,0,sales,medium
5397,0.24,0.64,5,190,4,0,0,0,sales,medium
5398,0.49,0.7,4,168,3,0,0,0,accounting,medium
5399,0.18,0.64,6,154,5,0,0,0,accounting,medium
5400,0.76,0.85,4,135,3,0,0,0,accounting,medium
5401,0.82,0.94,3,253,2,0,0,0,hr,low
5402,0.97,0.94,3,180,3,0,0,0,hr,low
5403,0.72,0.9,4,225,2,0,0,0,hr,low
5404,0.98,0.64,4,134,3,1,0,0,technical,low
5405,0.76,0.73,3,192,2,0,0,0,technical,low
5406,0.62,0.78,3,178,3,1,0,0,technical,low
5407,0.25,0.98,4,166,5,1,0,0,technical,low
5408,0.59,0.9,3,189,2,0,0,0,technical,low
5409,0.72,0.88,3,236,3,0,0,0,technical,low
5410,0.53,0.78,5,198,3,0,0,0,technical,low
5411,0.67,0.83,3,148,3,0,0,0,support,low
5412,0.99,0.52,4,205,2,0,0,0,support,low
5413,0.64,0.53,4,133,3,0,0,0,support,low
5414,0.61,0.57,4,160,3,1,0,0,support,low
5415,0.89,0.85,4,201,2,1,0,0,support,low
5416,0.61,0.7,5,157,4,0,0,0,support,low
5417,0.9,0.74,3,260,2,0,0,0,support,medium
5418,0.96,0.51,5,152,3,0,0,0,support,medium
5419,0.62,0.55,4,218,3,0,0,0,support,medium
5420,0.89,0.57,3,252,2,0,0,0,support,medium
5421,0.52,0.67,4,216,3,0,0,0,support,medium
5422,0.66,0.99,3,183,2,0,0,0,technical,medium
5423,0.75,0.98,4,170,4,0,0,0,management,medium
5424,0.39,0.87,5,257,5,1,0,0,IT,medium
5425,0.44,0.54,3,115,3,0,0,0,IT,medium
5426,0.42,0.6,2,188,3,0,0,0,product_mng,medium
5427,0.99,0.82,3,255,2,0,0,0,product_mng,medium
5428,0.96,0.9,4,164,4,0,0,0,IT,low
5429,0.5,0.46,3,165,3,0,0,0,RandD,low
5430,0.59,0.59,3,141,3,0,0,0,RandD,low
